,Y0Z4,Y4Z0,Y5Z1,Y1Z5,Y3Z5,Y5Z3,Y0Z5,Y5Z0,Y2Z1,Y1Z2,Y3Z1,Y1Z3,Y4Z2,Y2Z4,Y0Z3,Y3Z0,Y2Z0,Y0Z2,Y3Z2,Y2Z3,Y4Z3,Y3Z4,Y1Z4,Y4Z1,Y0Z1,Y1Z0,Y5Z4,Y4Z5,Y5Z2,Y2Z5,standard_y,Y4,Y2,X4Y3,X2Y3,X5Y4,X1Y5,Y5,Y3,X4Y5,X4Y2,X3Y5,X3Y1,X4Y1,X2Y1,X1Y0,X5Y1,X4Y0,X2Y4,X1Y4,X1Y3,Y1,X3Y0,X2Y0,X0Y4,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3Y2,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y2,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y3,X0Y2,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9688489275020788,0.9688489275020786,0.9131247180206459,0.9131247180206459,0.8417777131129891,0.841777713112989,0.8119872598320188,0.8119872598320186,0.7901674894018722,0.7901674894018722,0.6800447423803837,0.6800447423803836,0.5827558773717127,0.5827558773717127,0.5051001481125371,0.505100148112537,0.4898973255114567,0.48989732551145665,0.43348309003980107,0.433483090039801,0.3071740013389854,0.3071740013389854,0.15658716680895068,0.15658716680895063,0.14472055263366848,0.14472055263366845,0.12427536012050527,0.12427536012050519,0.0994754150344728,0.09947541503447278,2.3592239273284576e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.85722573273506e-17,3.469446951953614e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0019226445848708655,0.0019226445848708655,0.913124718020646,0.913124718020646,0.841777713112989,0.8417777131129889,0.0016113584520604362,0.6877121444156747,0.7901674894018722,0.7901674894018722,0.6800447423803837,0.6800447423803835,0.0011564573176740083,0.09285951649165228,0.001002352417409223,0.19792675161393425,0.0928574043859052,0.0009721829826098466,0.433483090039801,0.433483090039801,0.0006095753564079257,0.19792515220706658,0.01186689913701086,0.0003107413960829864,0.0002871925425546232,0.01186630584761947,0.6877103008695451,0.00024661982006276553,0.09947541503447274,0.0994754150344728,2.6075062248276382e-17,1.0842021724855044e-19,5.551115123125783e-17,1.0842021724855044e-19,1.1102230246251565e-16,1.6263032587282567e-19,8.326672684688674e-17,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,5.551115123125783e-17,3.469446951953614e-18,4.0657581468206416e-20,8.673617379884035e-19,6.268043809681823e-20,1.734723475976807e-18,5.204170427930421e-18,5.421010862427522e-20,0.0,1.3877787807814457e-17,2.949029909160572e-17,2.710505431213761e-20,5.421010862427522e-20,2.2551405187698492e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42861286636753e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.1858461261560205e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00011796256927234445,0.00011796256927234443,0.0006274856827592735,0.0006274856827592737,0.16173313129912237,0.0005784570854562071,8.1243315616564e-05,0.0004725853577215383,0.6906920978547082,0.0005429913097263284,0.16173277197904254,0.0004673166009615798,7.095366326158112e-05,0.09285855549146643,6.149866044112308e-05,0.1979261490503826,0.0928585475407609,5.964763499917018e-05,0.433483090039801,0.43348309003980096,3.740008724067617e-05,0.1979261430296553,8.154560953140904e-06,3.934139872546871e-06,8.1243288113253e-05,8.154559418417028e-06,0.00047258535295264365,3.934131798347704e-06,6.83580210773102e-05,0.690691887799614,2.770983583647718e-17,3.3881317890172014e-21,0.0,3.3881317890172014e-21,1.3877787807814457e-17,3.308722450212111e-24,2.7755575615628914e-17,5.421010862427522e-20,2.7755575615628914e-17,6.617444900424222e-24,1.3552527156068805e-20,5.421010862427522e-20,1.3552527156068805e-20,1.2407709188295415e-24,5.082197683525802e-21,1.3958672836832342e-24,2.7755575615628914e-17,1.1102230246251565e-16,3.3881317890172014e-21,0.0,6.098637220230962e-20,1.1858461261560205e-20,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,1.6940658945086007e-21,6.776263578034403e-21,5.686866711302065e-25,0.0,0.0,0.0,0.0,0.0,0.0
3,4.245463380077327e-05,4.2454633800773255e-05,5.376609330046363e-05,1.4586451365669208e-08,0.5952160486447426,5.5624823537241976e-05,5.070653764676851e-05,4.544412672923375e-05,0.0001669678284203587,1.2622306052428584e-08,0.5952160462685765,1.0863181518851611e-08,2.4120273877454494e-05,2.2447616533349076e-05,2.2133318427798008e-05,0.19792614706846376,2.2447616284397006e-05,5.070653737500963e-05,0.5952160542088674,0.00010479015593804799,1.3460261316062488e-05,0.19792614628861438,1.8955985875048706e-10,2.4120273089939903e-05,5.070653760210817e-05,1.8955985412946588e-10,4.544412666983504e-05,2.4120273061057377e-05,5.376609134533262e-05,0.00016696782795081445,5.550606952471279e-17,1.6940658945086007e-21,0.0,3.3881317890172014e-21,1.0164395367051604e-20,4.1359030627651384e-25,0.0,3.3881317890172014e-21,5.551115123125783e-17,0.0,8.271806125530277e-25,0.0,1.2924697071141057e-25,1.262177448353619e-29,1.0587911840678754e-21,3.549874073494553e-29,6.776263578034403e-21,0.0,1.2407709188295415e-24,2.524354896707238e-29,3.101927297073854e-25,4.911384887033602e-25,3.3881317890172014e-21,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,8.271806125530277e-25,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.082197683525802e-21,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.481541837659083e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,4.1359030627651384e-25,8.67746995743113e-30,0.0,0.0,0.0,0.0,0.0,0.0
4,2.4327059027779615e-05,2.432705902777961e-05,0.0005990711882683933,6.341818949657727e-09,0.003338383314194209,0.000599071348365207,1.637302750163337e-05,0.0002488733578259625,7.43460495179592e-08,7.648970005194119e-10,0.003338382914489154,7.647363950660547e-10,6.108447361324018e-06,9.995288345340567e-09,1.63723694075099e-05,0.0011101066853997288,9.995288308943211e-09,1.6373025900502206e-05,0.0033383829147698423,4.666009089923758e-08,6.108108654472502e-06,0.0011101066839635737,8.24158162069398e-11,6.108447359900264e-06,1.6373025903657983e-05,8.241581554726376e-11,0.0002488733577191538,6.10844736857462e-06,0.000599071188257008,7.434604324744878e-08,3.78623905137257e-19,8.470329472543003e-22,0.0,6.617444900424222e-24,0.0,4.1359030627651384e-25,4.235164736271502e-22,5.421010862427522e-20,4.336808689942018e-19,0.0,2.0194839173657902e-28,0.0,0.0,1.5777218104420236e-30,1.3234889800848443e-23,4.3231093674089544e-30,4.235164736271502e-22,2.7755575615628914e-17,2.0194839173657902e-28,0.0,1.2116903504194741e-27,1.7771458472818954e-25,1.3234889800848443e-23,2.0194839173657902e-28,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.237830359838992e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0389678347315804e-28,6.859455284505879e-31,0.0,0.0,0.0,0.0,0.0,0.0
5,1.8047348047200181e-06,1.8147208372101724e-06,8.888245636132736e-08,1.343575535765399e-13,1.79551789280726e-08,8.888245636116373e-08,1.20834742708541e-06,3.607393491709538e-08,8.442993724756182e-09,1.6070857455011056e-14,1.7955178937187585e-08,1.6070210983885466e-14,4.5163835457886755e-07,6.886094772158386e-10,1.2083474270808124e-06,5.951755130507085e-09,6.886094772018076e-10,1.2083474270808139e-06,1.7955173405539453e-08,8.44301467830716e-09,4.516383545788668e-07,5.9517551304638905e-09,1.7314708509294112e-15,4.5163835457679137e-07,1.2083474270854073e-06,1.731470850851448e-15,3.6073934917008445e-08,4.516383545767912e-07,8.888245636129358e-08,8.442993724756177e-09,1.075334796318936e-22,0.0,1.6543612251060553e-24,3.1554436208840472e-30,2.117582368135751e-22,0.0,0.0,0.0,0.0,1.262177448353619e-29,1.5777218104420236e-30,6.462348535570529e-27,0.0,7.52316384526264e-36,8.077935669463161e-28,3.41520730908213e-36,5.293955920339377e-23,0.0,7.888609052210118e-31,1.2037062152420224e-35,6.162975822039155e-33,0.0,0.0,7.888609052210118e-31,2.7755575615628914e-17,4.261299827974629e-07,1.1750762490153254e-14,8.617236635484605e-12,9.195054995325206e-15,3.2713558978150104e-17,2.3967724808633775e-15,2.182447880491101e-07,3.264751878084083e-07,1.5600712504892494e-20,3.96180373428376e-18,5.042398477292685e-12,7.776475404247145e-15,0.016706584303081373,1.1041964514595236e-14,1.0699798822921767e-15,4.887373878029458e-20,1.0587911840678754e-22,2.481541837659083e-24,1.6543612251060553e-24,0.0,0.0,0.0,6.462348535570529e-27,2.465190328815662e-32,0.0,1.747663073963599e-08,0.0,2.6469779601696886e-23,0.0,1.3234889800848443e-23,1.3234889800848443e-23,4.434188852272635e-14,1.875696715692305e-07,0.0,5.169878828456423e-26,0.0,1.0339757656912846e-25,5.169878828456423e-26,3.1554436208840472e-30,0.0,8.616922236585375e-12,1.0430870410944444e-14,1.188640232375318e-09,1.0339757656912846e-25,7.754818242684634e-26,1.0339757656912846e-25,1.0339757656912846e-25,2.5849394142282115e-26,1.232595164407831e-32,3.2711414081745677e-17,3.59704020253535e-15,2.1824478804246627e-07,9.59719188809036e-10,2.9582283945787943e-31,3.944304526105059e-31,1.2480026039629288e-31,7.703719777548943e-33,0.0,0.0,3.264751878084086e-07,5.242391007220188e-20,9.158026226860587e-18,5.042398477293866e-12,1.248483906961285e-14,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,5.2904040178789e-36,3.798058453064598e-14,0.016706584303223384,1.5323357921221686e-14,3.6280962494740095e-15,6.793612887913938e-20,2.558080334091412e-07
6,4.1568601826364276e-05,1.3137182212635964e-05,1.6124023210166803e-06,1.2131745557845759e-11,9.29498699102534e-08,1.61240232069684e-06,4.156856588092486e-05,1.6124008974877059e-06,2.487367875638318e-08,8.91008199325043e-14,9.294987070107911e-08,8.906832884736509e-14,1.3137000875866785e-05,2.487230568162503e-08,4.156856588262126e-05,9.29501341104094e-08,2.4872305656912274e-08,4.15685658826135e-05,9.294999200713725e-08,2.4872138937749465e-08,1.3137000875862628e-05,9.295013394042893e-08,2.675356304152232e-12,1.3137000879334637e-05,4.156856588091646e-05,2.6753563013639492e-12,1.612400896967096e-06,1.3137000879329322e-05,1.612402321070703e-06,2.4873678756382067e-08,7.636531919960531e-21,8.470329472543003e-22,0.0,2.0194839173657902e-28,4.235164736271502e-22,0.0,0.0,0.0,1.3234889800848443e-23,0.0,1.262177448353619e-29,2.5849394142282115e-26,0.0,1.8488927466117464e-32,2.5849394142282115e-26,8.457255055872612e-33,0.0,0.0,0.0,6.162975822039155e-33,1.232595164407831e-31,5.048709793414476e-28,0.0,1.0097419586828951e-28,2.117582368135751e-22,1.1519311559811615e-05,2.091580043094411e-11,6.317977482729517e-10,1.69410505487595e-12,3.611492682302702e-14,2.8264123223137245e-12,3.6788204981667286e-07,5.731231514227447e-07,1.5833666041480884e-16,4.235252136521268e-15,8.739861127530271e-10,8.620249726941308e-12,1.5806012742421372e-06,3.805914996733903e-12,4.128501806548855e-13,2.969819617950071e-16,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,2.4233807008389483e-27,2.543876330652268e-07,0.0,0.0,8.470329472543003e-22,0.0,0.0,6.4981083668906286e-12,7.3255305857387236e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,6.321570971360189e-10,4.201292667028898e-12,1.1574437164726145e-07,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,3.1554436208840472e-30,3.61247042064347e-14,2.6540580707674483e-12,3.678820634861036e-07,4.5983163760859896e-08,6.058451752097371e-28,0.0,2.0194839173657902e-28,4.0389678347315804e-28,8.077935669463161e-28,7.754818242684634e-26,5.731231514279432e-07,1.1449873312119318e-17,1.049708669932203e-14,8.739861127519121e-10,4.187910984247242e-12,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,2.524354896707238e-29,9.969821444650622e-33,9.30674584955952e-13,1.5805546803384865e-06,1.62190042347199e-11,9.866798817414929e-14,2.9767074504562385e-16,1.8520689116687727e-05
7,1.896399663341547e-08,4.595850681239362e-08,8.663548958272225e-08,2.3585153946020674e-16,2.7905394525135278e-08,8.663548958954772e-08,1.896406107217057e-08,8.663541652651455e-08,9.663198439856296e-12,1.2392889757019403e-17,2.7905394522169783e-08,1.2392338381623615e-17,4.5958579472971435e-08,9.663319737694332e-12,1.8964061072165612e-08,2.790521598786994e-08,9.663319737694164e-12,1.896406107217062e-08,2.7905394522155886e-08,9.663365039614152e-12,4.59585794729688e-08,2.790521598787066e-08,6.035547810584432e-17,4.5958579472971435e-08,1.896406107217062e-08,6.035547810584437e-17,8.663541652651434e-08,4.595857947297138e-08,8.663548958272225e-08,9.663198439856294e-12,4.9630836599107265e-24,3.308722450212111e-24,0.0,3.944304526105059e-31,2.0679515313825692e-25,0.0,8.271806125530277e-25,0.0,1.6543612251060553e-24,0.0,9.62964972193618e-35,1.6155871338926322e-27,3.009265538105056e-36,0.0,0.0,5.588621313429777e-41,1.2407709188295415e-24,0.0,1.925929944387236e-34,4.591774807899561e-41,1.504632769052528e-36,1.5407439555097887e-32,1.5777218104420236e-30,0.0,0.0,4.6990791904404596e-08,3.172444731929263e-15,3.817978919727366e-11,2.5145143336711637e-15,6.716549238539038e-19,3.528015591973979e-18,3.346894122395462e-11,1.5473053041374659e-09,6.93849298345948e-24,8.418658664314753e-20,5.1623980563888567e-11,2.600132669808715e-15,1.9713051607413856e-07,3.218338773206326e-14,1.1488670043827676e-18,2.780355668073768e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,2.407412430484045e-35,9.860761315262648e-32,3.569257511271265e-08,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.5376189569401104e-16,2.141889029534876e-08,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,0.0,5.9164567891575885e-31,2.0679515313825692e-25,3.817470515960789e-11,5.169811416323308e-15,3.772523015309525e-08,8.077935669463161e-28,0.0,0.0,8.077935669463161e-28,8.077935669463161e-28,0.0,6.715984550018479e-19,3.346758659596467e-18,3.346893977419711e-11,1.4155541736292243e-11,3.0814879110195774e-33,3.0814879110195774e-33,3.0814879110195774e-33,6.162975822039155e-33,3.0814879110195774e-33,0.0,1.547305304137472e-09,1.9939384161940276e-24,1.9914208154638783e-19,5.1623980563888567e-11,5.74634541644902e-17,6.617444900424222e-24,0.0,0.0,6.617444900424222e-24,6.617444900424222e-24,0.0,1.5777218104420236e-30,0.0,1.332290508792048e-40,1.6355602184827969e-15,1.9713051344308037e-07,3.4342788759992936e-14,8.281078171696725e-19,9.826029528822526e-24,6.636287167509792e-08
8,1.1001773101249556e-08,1.1585352291552457e-08,5.719876291470048e-08,4.0346861974094437e-16,9.159762334704718e-09,5.719876291600838e-08,1.1001770481384449e-08,5.71987562183666e-08,2.333530882893748e-11,2.9642626847769643e-18,9.159762333708795e-09,2.963180571300326e-18,1.1585347990960384e-08,2.3335418145546227e-11,1.1001770481384545e-08,9.159754417010728e-09,2.33354181455462e-11,1.1001770481384444e-08,9.159762333602102e-09,2.3335451086593136e-11,1.1585347990960331e-08,9.159754417010728e-09,8.897712509877466e-17,1.1585347990960388e-08,1.1001770481384442e-08,8.897712509877466e-17,5.719875621836658e-08,1.158534799096038e-08,5.719876291470048e-08,2.333530882893748e-11,4.1375186683879585e-24,8.271806125530277e-25,1.6155871338926322e-27,4.930380657631324e-32,0.0,0.0,0.0,3.308722450212111e-24,0.0,9.860761315262648e-32,4.81482486096809e-35,0.0,0.0,5.510129769479473e-40,8.077935669463161e-28,5.053233066154869e-41,0.0,0.0,0.0,2.7550648847397363e-40,0.0,1.8488927466117464e-32,0.0,2.256949153578792e-36,0.0,3.034613090576406e-08,6.738920840437858e-16,2.2435712816552058e-11,1.6777715808241828e-16,1.202123472034007e-18,2.6875387190074713e-18,3.448870635057571e-10,5.374101405847218e-10,4.275463627940372e-24,1.4077177618785912e-19,3.102048684471614e-11,3.1897511439898887e-16,2.1085163577425674e-09,1.2968826262004205e-15,4.071651237948173e-19,4.3586921719906086e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62964972193618e-35,1.1555579666323415e-33,9.024709195018301e-09,4.1359030627651384e-25,0.0,4.1359030627651384e-25,0.0,0.0,2.2285296206348838e-16,6.46009315875726e-09,8.271806125530277e-25,1.6543612251060553e-24,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,2.465190328815662e-32,0.0,2.2434456595773638e-11,3.8565731532367035e-16,1.1406089168686464e-08,3.2311742677852644e-27,3.2311742677852644e-27,3.2311742677852644e-27,3.2311742677852644e-27,3.2311742677852644e-27,0.0,1.2020914283244035e-18,2.544930110794992e-18,3.4488706224197924e-10,4.313894102650166e-11,0.0,6.162975822039155e-33,1.8488927466117464e-32,1.232595164407831e-32,6.162975822039155e-33,8.077935669463161e-28,5.374101405847279e-10,7.908350768535896e-25,3.492373819972821e-19,3.102048684471614e-11,1.392761642431298e-16,0.0,0.0,3.308722450212111e-24,1.6543612251060553e-24,0.0,6.162975822039155e-33,3.944304526105059e-31,0.0,4.884888403572535e-41,1.2245150089733648e-16,2.1085164476815746e-09,1.8195800425095656e-15,4.401544189251491e-19,6.111733432251603e-24,1.6332286620513893e-08
9,3.5333830277542544e-08,1.4915191174813114e-08,4.3120878817502785e-08,3.809997505078749e-16,9.953703388454713e-09,4.312087881644991e-08,3.533382692728894e-08,4.3120884024198165e-08,1.8770208224245466e-11,5.599534864504309e-16,9.953703388279124e-09,5.599525549562977e-16,1.4915177552100524e-08,1.8770317347733568e-11,3.533382692728904e-08,9.953693933133713e-09,1.8770317347733545e-11,3.533382692728895e-08,9.953703388179641e-09,1.8770349000051316e-11,1.4915177552100467e-08,9.953693933133692e-09,6.280964569629825e-16,1.4915177552100524e-08,3.533382692728894e-08,6.280964569629821e-16,4.312088402419817e-08,1.491517755210052e-08,4.3120878817502785e-08,1.877020822424546e-11,4.1375186992028376e-24,0.0,1.6155871338926322e-27,0.0,4.1359030627651384e-25,0.0,1.6543612251060553e-24,0.0,8.271806125530277e-25,4.930380657631324e-32,4.81482486096809e-35,1.6155871338926322e-27,6.018531076210112e-36,9.183549615799121e-41,1.6155871338926322e-27,6.915926908203319e-41,1.6543612251060553e-24,0.0,2.407412430484045e-35,1.8367099231598242e-40,6.018531076210112e-36,4.930380657631324e-32,0.0,0.0,0.0,4.730849092282544e-08,4.3913384253596066e-16,1.6512979505970448e-11,1.9519738360129565e-16,3.3069870653579923e-18,3.2661910789616603e-18,5.929992786234812e-10,3.3626438501439607e-09,3.211520167145594e-24,8.28530495535346e-19,2.3611974930725187e-11,6.603399349402487e-16,3.255865902915647e-09,4.329693520887952e-17,1.4766019629391373e-19,2.2877118133036835e-23,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6155871338926322e-27,2.407412430484045e-35,0.0,1.7585564025687872e-08,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25,2.867087880020002e-16,9.797998627267495e-09,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,2.465190328815662e-32,4.1359030627651384e-25,1.6514322030900657e-11,5.004691883365144e-16,1.1433156135055353e-08,3.2311742677852644e-27,3.2311742677852644e-27,3.2311742677852644e-27,3.2311742677852644e-27,3.2311742677852644e-27,9.62964972193618e-35,3.2285103254525116e-18,3.065199226872149e-18,5.929992773492363e-10,4.5312089437831436e-11,1.8488927466117464e-32,1.232595164407831e-32,0.0,6.162975822039155e-33,0.0,8.077935669463161e-28,3.36264385014396e-09,6.1502243780971266e-24,9.961459528971507e-19,2.3611974930725148e-11,1.3963772995433102e-16,0.0,0.0,3.308722450212111e-24,0.0,0.0,4.930380657631324e-32,0.0,0.0,3.012467401706486e-40,5.485554747756377e-16,3.255865957771337e-09,1.3412730059209541e-15,2.3139753175426487e-19,2.2608646506227087e-23,2.8042457160274155e-08
