,Y3Z5,Y5Z3,Y3Z0,Y0Z3,Y5Z0,Y0Z5,Y4Z1,Y1Z4,Y2Z3,Y3Z2,Y3Z4,Y4Z3,Y2Z1,Y1Z2,Y0Z1,Y1Z0,Y2Z0,Y0Z2,Y4Z5,Y5Z4,Y5Z2,Y2Z5,Y4Z0,Y0Z4,Y2Z4,Y4Z2,Y1Z3,Y3Z1,Y5Z1,Y1Z5,Y4,standard_y,X0Y1,Y3,Y0,X2Y3,X1Y3,X0Y4,Y5,X2Y5,X0Y5,X5Y1,X4Y5,X3Y1,X2Y0,X1Y5,X1Y0,X0Y3,X3Y5,X2Y1,X1Y2,X1Y4,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y3,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4Y1,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3Y2,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y4,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8268521246720382,0.826852124672038,0.6509344730398537,0.6509344730398536,0.5358820043066892,0.5358820043066892,0.5074357331894203,0.5074357331894201,0.433645683662386,0.4336456836623859,0.42451918914251396,0.4245191891425139,0.36568891691258554,0.36568891691258554,0.3238327648331624,0.32383276483316237,0.15084917392450192,0.15084917392450192,0.12380196114964559,0.12380196114964555,0.09071301334386506,0.09071301334386506,0.07243628666754279,0.07243628666754276,0.06985542357461895,0.06985542357461891,0.05799892477470681,0.057998924774706806,0.03749565844198492,0.037495658441984867,1.1102230246251565e-16,6.938893903907228e-17,6.245004513516506e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,3.122502256758253e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.9578375255494357e-05,1.9578375255494357e-05,1.5412960793886326e-05,0.11505246888338766,1.26887246944479e-05,0.11505246855068893,0.5074357331894201,0.5074357331894201,0.34293267034395025,1.0267951994481586e-05,1.00518529736946e-05,0.30071722802757367,0.3656889169125856,0.36568891691258554,0.3238327648331623,0.3238327648331623,0.15084917392450198,0.15084917392450187,0.30071722787386346,2.931408386614818e-06,2.1479214515017343e-06,0.3429326701969575,0.07243628666754265,0.07243628666754276,0.06985542357461896,0.06985542357461894,0.020503266343233066,1.373310510757642e-06,8.878299390234963e-07,0.020503266316463188,0.0,3.8116482626443515e-21,7.089340302028023e-18,2.964615315390051e-21,0.0,1.2705494208814505e-21,0.0,0.0,8.470329472543003e-22,4.235164736271502e-22,1.5881867761018131e-22,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,2.7755575615628914e-17,1.6940658945086007e-21,1.2513298890423037e-18,8.470329472543003e-22,0.0,0.0,6.938893903907228e-18,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,2.7755575615628914e-17,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,9.134531325442124e-06,9.134531325442124e-06,7.191106072504942e-06,0.1150524687658652,5.920080276774671e-06,0.11505246869344318,0.0003083052983189852,0.0003083052983189852,0.3429326703240563,4.790639055475581e-06,4.0490806447294135e-06,0.00018270828919673276,0.2958335062314439,0.00022218346727780644,0.2513964915354564,0.00019675271297869156,0.15084917392450195,0.15084917392450192,0.00018270828917640348,9.534566887596673e-07,1.0021391217243932e-06,0.34293267029205887,4.401048154371863e-05,0.25139641839459304,0.29583342584139316,4.244241348358593e-05,1.245727336582582e-05,4.049079660849777e-06,9.534563598653962e-07,1.245727336228532e-05,2.710505431213761e-20,2.778903341704546e-17,5.909251530864526e-24,4.235164736271502e-22,2.7755575615628914e-17,8.470329472543003e-22,2.0679515313825692e-25,0.0,0.0,2.117582368135751e-22,1.0587911840678754e-22,1.0339757656912846e-25,2.0679515313825692e-25,2.0679515313825692e-25,0.0,3.101927297073854e-25,4.744376100297033e-21,4.235164736271502e-22,0.0,2.0328790734103208e-20,3.3881317890172014e-21,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.117582368135751e-22,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0
3,1.1082015135593204e-08,2.908024615065993e-06,8.724251250328702e-09,0.03579583698628051,2.1169326966609415e-06,0.03579583699436388,4.424775404263679e-09,4.424775404263679e-09,0.0011634879125323758,5.812004210229813e-09,4.912345262264014e-09,2.013089236990807e-09,0.0010036917547125042,3.0099762370590207e-09,0.2513964781656196,2.823780745439934e-09,0.0005117948963954717,0.03579736736283454,2.013089236958253e-09,3.409419100873565e-07,2.9080037532521586e-06,0.0011634879125184945,6.316352567608634e-10,0.2513964781656196,0.0010036917547125042,2.0130706392224956e-09,3.0099568554000737e-09,4.912345262264014e-09,3.409419100873565e-07,3.0099568553816896e-09,0.0,1.0587911840678754e-22,1.6843961041295182e-26,0.0,0.0,0.0,9.244463733058732e-33,0.0,1.0587911840678754e-22,0.0,0.0,0.0,2.3665827156630354e-30,1.5407439555097887e-33,0.0,0.0,4.135434410824331e-26,8.271806125530277e-25,0.0,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1554436208840472e-30,0.0,4.1359030627651384e-25,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0
4,4.15760931048503e-10,1.7032064169443245e-06,5.115931115775166e-10,0.0003197058980392972,1.4395502628259504e-06,0.00031970589806406234,1.5822227272071458e-11,2.902107597950286e-09,7.452762816036862e-05,2.180473724441949e-10,5.115874078199658e-10,7.198444502702403e-12,3.150993407681454e-05,1.2051238173241333e-09,0.002245260964319341,2.9020820325514896e-09,3.150606237878281e-05,0.00031970595412027074,7.19844450266247e-12,1.4395087765779058e-06,1.70320636681046e-06,7.452762816006361e-05,2.2586178217980423e-12,0.002245260964319341,3.150993407681454e-05,7.198444229838037e-12,1.2051237854844086e-09,5.115874078199658e-10,1.4395087765779058e-06,1.2051237854818837e-09,3.2311742677852644e-27,2.168406962222166e-19,3.05443991013936e-28,5.169878828456423e-26,2.168404344971009e-19,2.117582368135751e-22,9.62964972193618e-35,0.0,0.0,2.5849394142282115e-26,2.0679515313825692e-25,1.9721522630525295e-31,1.5407439555097887e-33,0.0,0.0,7.888609052210118e-31,7.280972136224869e-29,1.0097419586828951e-28,0.0,2.524354896707238e-29,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,1.9387045606711586e-26,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,3.76158192263132e-37,1.9721522630525295e-31,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.944304526105059e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0
5,9.067571785774695e-12,3.7691151826809716e-07,1.1197706712754506e-11,1.704723395852013e-08,3.1807087684519064e-07,1.704723395858556e-08,6.361792786205081e-11,2.71306851103059e-08,7.437242518824159e-06,4.731671720129358e-12,1.1197706712754148e-11,3.371779212818569e-11,3.1412621362669693e-06,1.1201385705388838e-08,1.1979511552303058e-07,2.71306851231037e-08,3.141262136265864e-06,1.7047233988342493e-08,3.371779212817638e-11,3.180708768451645e-07,3.769115181575818e-07,7.437242518822644e-06,6.362697433275234e-11,1.1979511552493391e-07,3.1412621362669625e-06,3.371779211544013e-11,1.1201385702436827e-08,1.1197706712754141e-11,3.180708768451643e-07,1.1201385702435658e-08,6.462348535570529e-27,3.846446393921265e-22,3.8431887503117327e-28,8.077935669463161e-28,1.3234889800848443e-23,0.0,4.81482486096809e-35,3.308722450212111e-24,2.6469779601696886e-23,8.077935669463161e-28,1.5777218104420236e-30,3.944304526105059e-31,3.0814879110195774e-33,2.407412430484045e-35,4.0389678347315804e-28,3.944304526105059e-31,3.8362749025526256e-28,0.0,8.470329472543003e-22,2.524354896707238e-29,0.0,3.308722450212111e-24,2.472411388638167e-07,6.70240137291764e-19,5.938780076023341e-07,4.0703702659700393e-23,5.980450882766286e-13,1.2465596630514959e-16,9.720394675954509e-08,4.235164736271502e-22,1.082173482999863e-15,1.8811214252169336e-08,7.82810495177585e-20,2.703085774147289e-14,8.271806125530277e-25,1.7003660114909904e-14,2.3885221602335595e-09,4.418586485364945e-19,2.351194933650666e-13,4.171493535440203e-12,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,3.0814879110195774e-33,8.470329472543003e-22,4.0389678347315804e-28,0.0,4.7828394694886834e-08,2.0194839173657902e-28,0.0,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,9.4039548065783e-38,0.0,6.617444900424222e-24,0.0,8.343401321087963e-18,3.5505657889743314e-12,0.0,2.0194839173657902e-28,1.0097419586828951e-28,2.0194839173657902e-28,2.0194839173657902e-28,1.410593220986745e-37,0.0,2.8888949165808538e-34,5.938780076031862e-07,2.3417284258856474e-22,2.1231159736149253e-12,3.970466940254533e-23,0.0,2.6469779601696886e-23,0.0,0.0,9.860761315262648e-32,1.4293804743221081e-12,1.406364083371586e-16,9.720394677894494e-08,3.008012595356195e-07,1.0339757656912846e-25,2.0679515313825692e-25,0.0,2.0679515313825692e-25,1.0339757656912846e-25,2.974223324027358e-15,1.8811214252087597e-08,1.0352050742947992e-19,6.093902752837312e-14,2.6527097236982927e-09,1.550963648536927e-25,4.1359030627651384e-25,1.550963648536927e-25,5.169878828456423e-26,2.0679515313825692e-25,4.0389678347315804e-28,2.1180323747620244e-14,2.388522159501756e-09,7.333339812481202e-19,2.9088912320570837e-13,4.170741759720339e-12,3.0733425714550993e-09
6,2.1013069833130968e-17,6.961944056035959e-09,3.20936482167349e-17,2.8118926063050994e-10,5.875096782705375e-09,2.811892606305103e-10,5.196301143108869e-11,2.2158726323601015e-08,2.3495121458129887e-09,7.027941550759643e-16,3.209364821673489e-17,2.7540149932673442e-11,5.283308127438963e-10,9.148624097941158e-09,1.9759862520056354e-09,2.2158726323773426e-08,5.283308127438922e-10,2.811892606309709e-10,2.7540149932673436e-11,5.875096782705374e-09,6.961944056035367e-09,2.3495121458129887e-09,5.19631333042341e-11,1.9759862532752998e-09,5.283308127438917e-10,2.7540149932664783e-11,9.148624097938993e-09,3.2093648216734444e-17,5.875096782705371e-09,9.148624097938993e-09,0.0,1.085674550894361e-24,5.90544733100112e-28,3.0814879110195774e-33,2.0679515313825692e-25,8.271806125530277e-25,4.408103815583578e-39,0.0,0.0,0.0,7.703719777548943e-34,0.0,4.81482486096809e-35,4.408103815583578e-39,0.0,6.162975822039155e-33,5.905431442079079e-28,0.0,0.0,1.8488927466117464e-32,2.465190328815662e-32,1.0339757656912846e-25,1.5185475433725158e-07,1.011832911070223e-20,6.573587669568616e-08,2.0304713545453782e-25,3.166837592515468e-15,2.8584974070139494e-17,1.79545760537004e-09,5.169878828456423e-26,1.6325713813010326e-17,3.1028570899347514e-10,1.347769077226627e-22,9.158519591077933e-15,8.271806125530277e-25,5.1805811084160786e-18,1.9508031323141594e-09,2.0508827321161468e-23,1.4121120965666651e-15,3.40672945496948e-12,0.0,0.0,0.0,0.0,0.0,4.81482486096809e-35,0.0,2.465190328815662e-32,1.5407439555097887e-33,8.834400041686455e-10,0.0,0.0,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,1.4349296274686127e-42,0.0,1.0339757656912846e-25,0.0,1.2587693197977068e-19,2.900138466109735e-12,9.860761315262648e-32,9.860761315262648e-32,3.944304526105059e-31,9.860761315262648e-32,9.860761315262648e-32,1.4349296274686127e-42,8.271806125530277e-25,9.183549615799121e-41,6.573587669568616e-08,1.7524496539780186e-25,1.2013808796666294e-15,0.0,1.3234889800848443e-23,6.617444900424222e-24,1.3234889800848443e-23,1.3234889800848443e-23,9.62964972193618e-35,2.9434316864271076e-15,2.395487501803886e-17,1.7954576053702033e-09,1.5061941347536648e-07,0.0,1.0339757656912846e-25,5.169878828456423e-26,5.169878828456423e-26,1.0339757656912846e-25,4.4869255935077273e-17,3.102857089389506e-10,1.70998242390612e-22,5.0666466751051546e-15,2.1665758536546396e-09,3.2311742677852644e-27,0.0,3.2311742677852644e-27,0.0,3.2311742677852644e-27,1.232595164407831e-32,6.453103882522741e-18,1.950803132304301e-09,1.437108777968031e-23,1.8984626886883618e-15,3.406719327119261e-12,5.0693924686129876e-11
7,1.3897317012319575e-08,1.6419800504668966e-08,1.3581822498776193e-08,8.093715946131232e-11,1.3153479508386805e-08,8.093715946132158e-11,1.2387872242494245e-09,1.9475242301609545e-08,2.7742997431148953e-09,1.389730352481366e-08,1.3581822498776186e-08,1.0424297111415124e-09,2.911522392188542e-09,6.766587186962655e-09,2.3770307151146365e-10,1.9475241777700834e-08,2.9115223921883245e-09,8.093715946137674e-11,1.0424297111415041e-09,1.3153479508386775e-08,1.6419810655112616e-08,2.774301121993398e-09,1.2387887775333974e-09,2.377041204073075e-10,2.9115223921883237e-09,1.0424297111413194e-09,6.766587186960806e-09,1.3581822498776167e-08,1.3153479508386765e-08,6.766587186960806e-09,1.0339757656912846e-25,4.213451245191985e-24,7.85957517019561e-26,8.271806125530277e-25,2.5849394142282115e-26,0.0,1.4791141972893971e-31,0.0,8.271806125530277e-25,8.271806125530277e-25,0.0,9.860761315262648e-32,0.0,1.9721522630525295e-31,0.0,0.0,1.3029448571140709e-25,0.0,6.203854594147708e-25,9.860761315262648e-32,7.888609052210118e-31,3.101927297073854e-25,4.827615466642908e-08,6.461630236415706e-16,4.710488662728423e-08,3.7690077189366063e-16,6.54913644200745e-08,5.296438250455141e-16,3.366630814337336e-08,6.203854594147708e-25,3.744462162322715e-16,1.3429669267770832e-08,3.1054970932180937e-16,1.0115577967566848e-14,3.308722450212111e-24,1.527579962806243e-16,4.2058580585207934e-08,1.7922706483989032e-16,1.5348164928513625e-17,2.3196927068220986e-08,9.926167350636332e-24,0.0,3.308722450212111e-24,9.926167350636332e-24,9.926167350636332e-24,3.944304526105059e-31,6.203854594147708e-25,8.271806125530277e-25,3.944304526105059e-31,3.627627816295555e-08,8.271806125530277e-25,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.9721522630525295e-31,0.0,3.101927297073854e-25,0.0,6.0175676192786e-16,2.3192525385823235e-08,3.308722450212111e-24,0.0,0.0,6.617444900424222e-24,6.617444900424222e-24,1.9721522630525295e-31,1.6543612251060553e-24,3.944304526105059e-31,4.710488500434265e-08,2.3704662640581274e-16,6.575786403239359e-08,0.0,1.3234889800848443e-23,0.0,0.0,0.0,1.5777218104420236e-30,6.549136404316559e-08,3.4116230814944215e-16,3.366630245313891e-08,1.3221654520640275e-07,1.6543612251060553e-24,3.308722450212111e-24,8.271806125530277e-25,1.6543612251060553e-24,3.308722450212111e-24,2.0407998441393926e-15,1.3429668716990049e-08,1.0760093708297661e-15,5.030070270666873e-15,4.184452921775159e-08,4.1359030627651384e-25,8.271806125530277e-25,4.1359030627651384e-25,4.1359030627651384e-25,0.0,7.888609052210118e-31,3.247037236633431e-16,4.205858061799583e-08,9.644311283669241e-18,1.5594459960820677e-16,2.319692633414446e-08,1.3421503073907876e-08
8,9.365215018511006e-09,4.562202234346473e-09,9.152601927673084e-09,1.930102890185076e-09,4.323716557013331e-09,1.9301028901851586e-09,8.747697893670517e-10,3.919507679633142e-09,1.9797307199462925e-08,9.365209819897415e-09,9.152601927673076e-09,7.236617159686617e-10,6.994513543315747e-09,2.4768457963773667e-09,1.3340210724582986e-08,3.919507470300629e-09,6.994513543315564e-09,1.9301028901854895e-09,7.236617159686596e-10,4.323716557013322e-09,4.562206619753271e-09,1.9797306518710808e-08,8.747689232549787e-10,1.3340210212771103e-08,6.994513543315703e-09,7.236617159686473e-10,2.476845796377399e-09,9.15260192767307e-09,4.323716557013321e-09,2.4768457963774006e-09,5.169878828456423e-26,1.6026624368214911e-24,1.8655843364897481e-25,1.6543612251060553e-24,8.271806125530277e-25,4.1359030627651384e-25,1.8488927466117464e-31,2.0679515313825692e-25,8.271806125530277e-25,1.6543612251060553e-24,1.9721522630525295e-31,0.0,1.4791141972893971e-31,0.0,2.9582283945787943e-31,1.1093356479670479e-31,1.6070891357494846e-25,9.860761315262648e-32,1.6543612251060553e-24,1.9721522630525295e-31,0.0,0.0,1.321497808614582e-07,8.46415374685879e-17,7.709654242048335e-08,1.705740365917919e-16,4.4133718528558935e-08,6.080145253390023e-16,2.671746206309395e-08,4.1359030627651384e-25,8.545534085967511e-17,1.1119701914862362e-08,4.475222932382452e-16,1.1720725552376728e-15,4.1359030627651384e-25,9.46113350190854e-16,2.984316834216649e-08,1.1797101459091133e-15,7.637687622488557e-15,1.5634704162558387e-08,1.6543612251060553e-24,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,9.860761315262648e-32,1.6543612251060553e-24,1.6543612251060553e-24,1.9721522630525295e-31,2.6429109862627727e-08,8.271806125530277e-25,1.6543612251060553e-24,0.0,0.0,0.0,7.395570986446986e-32,3.944304526105059e-31,4.1359030627651384e-25,0.0,6.349495239528388e-17,1.5631349768732902e-08,1.3234889800848443e-23,0.0,0.0,0.0,0.0,9.860761315262648e-32,8.271806125530277e-25,9.860761315262648e-32,7.709654277160818e-08,1.1175771892943737e-16,4.431330683094075e-08,9.926167350636332e-24,4.963083675318166e-24,9.926167350636332e-24,4.963083675318166e-24,4.963083675318166e-24,3.4512664603419266e-31,4.4133720327155286e-08,1.0288266386593628e-15,2.671746304291464e-08,6.5284318359436555e-09,1.2407709188295415e-24,1.6543612251060553e-24,4.1359030627651384e-25,4.1359030627651384e-25,1.6543612251060553e-24,1.8794547615757906e-16,1.1119701875703838e-08,4.2963594452958445e-16,1.657083261404872e-15,2.9864886075388625e-08,0.0,8.271806125530277e-25,2.0679515313825692e-25,2.0679515313825692e-25,8.271806125530277e-25,1.9721522630525295e-31,1.4315595435065652e-15,2.984316867173155e-08,2.3454680255485125e-15,5.781203007162316e-15,1.563470515752726e-08,9.382696487824536e-09
9,9.515813652864594e-09,4.193322166298881e-09,9.299781754546065e-09,1.8897420091965762e-09,4.020041473953287e-09,1.8897420091966407e-09,8.899211387381125e-10,4.444966559702525e-09,1.950783601028298e-08,9.515809079205114e-09,9.299781754546059e-09,7.358734733219844e-10,6.874615267336434e-09,2.7075978301384474e-09,1.3052997265257506e-08,4.4449663970791635e-09,6.8746152673362756e-09,1.8897420091969567e-09,7.358734733219824e-10,4.020041473953279e-09,4.193326117802263e-09,1.9507835473024585e-08,8.899204149565282e-10,1.3052996860773966e-08,6.874615267336395e-09,7.358734733219708e-10,2.7075978301384945e-09,9.299781754546055e-09,4.020041473953278e-09,2.7075978301384958e-09,5.169878828456423e-26,3.4638188150658034e-24,2.1253995164702653e-25,2.481541837659083e-24,0.0,1.2407709188295415e-24,2.465190328815662e-32,4.1359030627651384e-25,0.0,8.271806125530277e-25,4.930380657631324e-32,1.4791141972893971e-31,2.465190328815662e-32,9.860761315262648e-32,0.0,1.1093356479670479e-31,2.3838929566698184e-25,4.930380657631324e-32,1.6543612251060553e-24,4.930380657631324e-31,3.1554436208840472e-30,1.2407709188295415e-24,1.1666117520368572e-07,6.447285637947197e-17,7.850738912426015e-08,1.4247956402192549e-16,3.911911663050445e-08,5.517437529684245e-16,2.3669456875822133e-08,1.2407709188295415e-24,5.999343592705843e-17,1.0057868497175867e-08,4.130953809872883e-16,1.2621845514263436e-15,2.0679515313825692e-25,8.298812437912779e-16,2.653290746599528e-08,1.0363228276991834e-15,7.381465203392405e-15,1.3875727822290695e-08,0.0,3.308722450212111e-24,0.0,0.0,0.0,4.930380657631324e-32,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.3418046006094577e-08,1.6543612251060553e-24,2.481541837659083e-24,8.271806125530277e-25,1.6543612251060553e-24,1.6543612251060553e-24,7.395570986446986e-32,4.930380657631324e-31,0.0,4.1359030627651384e-25,4.8639533936426054e-17,1.3871882620586048e-08,3.308722450212111e-24,0.0,6.617444900424222e-24,1.3234889800848443e-23,1.3234889800848443e-23,0.0,4.1359030627651384e-25,9.860761315262648e-32,7.85073894505674e-08,9.827685637353144e-17,3.9325174340579235e-08,3.308722450212111e-24,7.444625512977249e-24,3.308722450212111e-24,9.098986738083304e-24,9.098986738083304e-24,5.423418723394456e-31,3.911911824881086e-08,9.137522853843475e-16,2.3669457649269487e-08,5.1281008658713456e-09,4.549493369041652e-24,3.308722450212111e-24,4.549493369041652e-24,4.549493369041652e-24,6.617444900424222e-24,1.6674026212263278e-16,1.005786845491963e-08,4.1101362508409433e-16,1.4442090791956976e-15,2.656104898258194e-08,3.101927297073854e-25,1.6543612251060553e-24,3.101927297073854e-25,1.0339757656912846e-25,1.6543612251060553e-24,9.860761315262648e-32,1.2409601060009177e-15,2.6532907751425463e-08,2.0392955564130793e-15,5.525863523897313e-15,1.3875728673865562e-08,8.356922387972579e-09
